Time,Rack1,Rack2,Rack3,Rack4,Rack5,Rack6,Rack7,Rack8,Rack9,Rack10,Rack11,Rack12,Rack13,Rack14,Rack15,Rack16,Rack17,Rack18,Rack19,Rack20
339600,7.755543024,7.958647878,7.140719192,3.629224883,11.24890943,17.38010153,8.485540736,12.95623577,15.58765116,14.79279255,13.12839184,15.10073287,16.76901916,15.19929722,17.65680282,16.03617365,17.22215767,21.13499203,17.03430699,20.40289387
339900,7.75273223,7.928321204,7.11943169,3.647211129,11.22571161,17.4230576,8.484910871,12.95707884,15.59668015,14.79897682,13.20625628,15.13364472,16.76871063,15.19929722,17.60974635,16.03617365,17.22154207,21.08524476,17.03836664,20.45320228
340200,7.749921436,7.897994531,7.098144189,3.665197376,11.20251379,17.46601367,8.484281006,12.9579219,15.60570914,14.8051611,13.28412072,15.16655658,16.76840211,15.19929722,17.56268988,16.03617365,17.22092647,21.03549748,17.0424263,20.5035107
340500,7.747110642,7.867667857,7.076856687,3.683183623,11.17931596,17.50896974,8.483651141,12.95876497,15.61473813,14.81134538,13.36198516,15.19946843,16.76809358,15.19929722,17.51563341,16.03617365,17.22031086,20.9857502,17.04648595,20.55381912
340800,7.744299847,7.837341183,7.055569185,3.701169869,11.15611814,17.55192581,8.483021276,12.95960803,15.62376712,14.81752966,13.4398496,15.23238028,16.76778506,15.19929722,17.46857693,16.03617365,17.21969526,20.93600292,17.0505456,20.60412753
341100,7.741489053,7.807014509,7.034281683,3.719156116,11.13292032,17.59488188,8.482391411,12.9604511,15.63279612,14.82371394,13.51771404,15.26529214,16.76747653,15.19929722,17.42152046,16.03617365,17.21907965,20.88625564,17.05460526,20.65443595
341400,7.738678259,7.776687835,7.012994182,3.737142362,11.10972249,17.63783794,8.481761546,12.96129417,15.64182511,14.82989821,13.59557848,15.29820399,16.767168,15.19929722,17.37446399,16.03617365,17.21846405,20.83650836,17.05866491,20.70474437
341700,7.735867465,7.746361161,6.99170668,3.755128609,11.08652467,17.68079401,8.481131681,12.96213723,15.6508541,14.83608249,13.67344292,15.33111585,16.76685948,15.19929722,17.32740752,16.03617365,17.21784844,20.78676108,17.06272456,20.75505278
342000,7.733056671,7.716034488,6.970419178,3.773114856,11.06332685,17.72375008,8.480501816,12.9629803,15.65988309,14.84226677,13.75130736,15.3640277,16.76655095,15.19929722,17.28035104,16.03617365,17.21723284,20.73701381,17.06678422,20.8053612
342300,7.730245877,7.685707814,6.949131676,3.791101102,11.04012902,17.76670615,8.479871951,12.96382336,15.66891208,14.84845105,13.8291718,15.39693955,16.76624242,15.19929722,17.23329457,16.03617365,17.21661723,20.68726653,17.07084387,20.85566962
342600,7.727435083,7.65538114,6.927844175,3.809087349,11.0169312,17.80966222,8.479242086,12.96466643,15.67794107,14.85463532,13.90703624,15.42985141,16.7659339,15.19929722,17.1862381,16.03617365,17.21600163,20.63751925,17.07490352,20.90597803
342900,7.724624289,7.625054466,6.906556673,3.827073596,10.99373338,17.85261829,8.478612221,12.9655095,15.68697007,14.8608196,13.98490068,15.46276326,16.76562537,15.19929722,17.13918163,16.03617365,17.21538602,20.58777197,17.07896318,20.95628645
343200,7.721813495,7.594727792,6.885269171,3.845059842,10.97053555,17.89557436,8.477982356,12.96635256,15.69599906,14.86700388,14.06276512,15.49567511,16.76531685,15.19929722,17.09212515,16.03617365,17.21477042,20.53802469,17.08302283,21.00659487
343500,7.719002701,7.564401118,6.863981669,3.863046089,10.94733773,17.93853043,8.477352492,12.96719563,15.70502805,14.87318816,14.14062956,15.52858697,16.76500832,15.19929722,17.04506868,16.03617365,17.21415481,20.48827741,17.08708249,21.05690328
343800,7.716191907,7.534074445,6.842694168,3.881032336,10.92413991,17.9814865,8.476722627,12.96803869,15.71405704,14.87937244,14.218494,15.56149882,16.76469979,15.19929722,16.99801221,16.03617365,17.21353921,20.43853014,17.09114214,21.1072117
344100,7.713381113,7.503747771,6.821406666,3.899018582,10.90094208,18.02444256,8.476092762,12.96888176,15.72308603,14.88555671,14.29635844,15.59441067,16.76439127,15.19929722,16.95095574,16.03617365,17.2129236,20.38878286,17.09520179,21.15752012
344400,7.710570318,7.473421097,6.800119164,3.917004829,10.87774426,18.06739863,8.475462897,12.96972482,15.73211502,14.89174099,14.37422288,15.62732253,16.76408274,15.19929722,16.90389926,16.03617365,17.212308,20.33903558,17.09926145,21.20782853
344700,7.707759524,7.443094423,6.778831662,3.934991076,10.85454644,18.1103547,8.474833032,12.97056789,15.74114402,14.89792527,14.45208732,15.66023438,16.76377421,15.19929722,16.85684279,16.03617365,17.21169239,20.2892883,17.1033211,21.25813695
345000,7.70494873,7.412767749,6.757544161,3.952977322,10.83134861,18.15331077,8.474203167,12.97141096,15.75017301,14.90410955,14.52995176,15.69314624,16.76346569,15.19929722,16.80978632,16.03617365,17.21107679,20.23954102,17.10738075,21.30844537
345300,7.702137936,7.382441075,6.736256659,3.970963569,10.80815079,18.19626684,8.473573302,12.97225402,15.759202,14.91029382,14.6078162,15.72605809,16.76315716,15.19929722,16.76272985,16.03617365,17.21046119,20.18979374,17.11144041,21.35875378
345600,7.699327142,7.352114402,6.714969157,3.988949816,10.78495297,18.23922291,8.472943437,12.97309709,15.76823099,14.9164781,14.68568064,15.75896994,16.76284864,15.19929722,16.71567337,16.03617365,17.20984558,20.14004646,17.11550006,21.4090622
345900,7.696516348,7.321787728,6.693681655,4.006936062,10.76175514,18.28217898,8.472313572,12.97394015,15.77725998,14.92266238,14.76354508,15.7918818,16.76254011,15.19929722,16.6686169,16.03617365,17.20922998,20.09029919,17.11955972,21.45937062
346200,7.693705554,7.291461054,6.672394154,4.024922309,10.73855732,18.32513505,8.471683707,12.97478322,15.78628897,14.92884666,14.84140952,15.82479365,16.76223158,15.19929722,16.62156043,16.03617365,17.20861437,20.04055191,17.12361937,21.50967903
346500,7.69089476,7.26113438,6.651106652,4.042908556,10.7153595,18.36809112,8.471053842,12.97562629,15.79531797,14.93503094,14.91927396,15.8577055,16.76192306,15.19929722,16.57450396,16.03617365,17.20799877,19.99080463,17.12767902,21.55998745
346800,7.688083966,7.230807706,6.62981915,4.060894802,10.69216167,18.41104719,8.470423977,12.97646935,15.80434696,14.94121521,14.9971384,15.89061736,16.76161453,15.19929722,16.52744748,16.03617365,17.20738316,19.94105735,17.13173868,21.61029587
347100,7.685273172,7.200481032,6.608531648,4.078881049,10.66896385,18.45400325,8.469794112,12.97731242,15.81337595,14.94739949,15.07500284,15.92352921,16.761306,15.19929722,16.48039101,16.03617365,17.20676756,19.89131007,17.13579833,21.66060428
347400,7.682462378,7.170154359,6.587244147,4.096867296,10.64576603,18.49695932,8.469164247,12.97815548,15.82240494,14.95358377,15.15286728,15.95644107,16.76099748,15.19929722,16.43333454,16.03617365,17.20615195,19.84156279,17.13985798,21.7109127
347700,7.679651584,7.139827685,6.565956645,4.114853542,10.6225682,18.53991539,8.468534382,12.97899855,15.83143393,14.95976805,15.23073172,15.98935292,16.76068895,15.19929722,16.38627807,16.03617365,17.20553635,19.79181552,17.14391764,21.76122112
348000,7.67684079,7.109501011,6.544669143,4.132839789,10.59937038,18.58287146,8.467904517,12.97984161,15.84046292,14.96595233,15.30859616,16.02226477,16.76038043,15.19929722,16.33922159,16.03617365,17.20492074,19.74206824,17.14797729,21.81152953
348300,7.674029995,7.079174337,6.523381641,4.150826036,10.57617256,18.62582753,8.467274652,12.98068468,15.84949191,14.9721366,15.3864606,16.05517663,16.7600719,15.19929722,16.29216512,16.03617365,17.20430514,19.69232096,17.15203695,21.86183795
348600,7.671219201,7.048847663,6.50209414,4.168812282,10.55297473,18.6687836,8.466644787,12.98152775,15.85852091,14.97832088,15.46432504,16.08808848,16.75976337,15.19929722,16.24510865,16.03617365,17.20368953,19.64257368,17.1560966,21.91214637
348900,7.668408407,7.018520989,6.480806638,4.186798529,10.52977691,18.71173967,8.466014922,12.98237081,15.8675499,14.98450516,15.54218948,16.12100033,16.75945485,15.19929722,16.19805218,16.03617365,17.20307393,19.5928264,17.16015625,21.96245479
349200,7.665597613,6.988194316,6.459519136,4.204784776,10.50657909,18.75469574,8.465385057,12.98321388,15.87657889,14.99068944,15.62005392,16.15391219,16.75914632,15.19929722,16.1509957,16.03617365,17.20245832,19.54307912,17.16421591,22.0127632
349500,7.726029686,7.01228153,6.447802759,4.195648904,10.49966044,18.68075808,8.466644787,12.98700767,15.88109339,14.9862721,15.53893665,16.14229624,16.75914632,15.19929722,16.1509957,16.03725425,17.20307393,19.54225126,17.16015625,21.99448394
349800,7.786461759,7.036368745,6.436086382,4.186513033,10.49274179,18.60682042,8.467904517,12.99080147,15.88560788,14.98185475,15.45781939,16.13068029,16.75914632,15.19929722,16.1509957,16.03833486,17.20368953,19.54142339,17.1560966,21.97620467
350100,7.846893831,7.060455959,6.424370005,4.177377162,10.48582314,18.53288276,8.469164247,12.99459527,15.89012238,14.97743741,15.37670213,16.11906434,16.75914632,15.19929722,16.1509957,16.03941546,17.20430514,19.54059552,17.15203695,21.95792541
350400,7.907325904,7.084543174,6.412653628,4.16824129,10.47890449,18.4589451,8.470423977,12.99838906,15.89463687,14.97302007,15.29558487,16.10744839,16.75914632,15.19929722,16.1509957,16.04049607,17.20492074,19.53976765,17.14797729,21.93964615
350700,7.967757977,7.108630389,6.400937251,4.159105419,10.47198584,18.38500744,8.471683707,13.00218286,15.89915137,14.96860273,15.2144676,16.09583245,16.75914632,15.19929722,16.1509957,16.04157667,17.20553635,19.53893979,17.14391764,21.92136688
351000,8.028190049,7.132717603,6.389220875,4.149969548,10.46506719,18.31106979,8.472943437,13.00597666,15.90366586,14.96418539,15.13335034,16.0842165,16.75914632,15.19929722,16.1509957,16.04265728,17.20615195,19.53811192,17.13985798,21.90308762
351300,8.088622122,7.156804818,6.377504498,4.140833677,10.45814854,18.23713213,8.474203167,13.00977045,15.90818036,14.95976805,15.05223308,16.07260055,16.75914632,15.19929722,16.1509957,16.04373788,17.20676756,19.53728405,17.13579833,21.88480835
351600,8.149054195,7.180892033,6.365788121,4.131697805,10.45122989,18.16319447,8.475462897,13.01356425,15.91269486,14.95535071,14.97111582,16.0609846,16.75914632,15.19929722,16.1509957,16.04481849,17.20738316,19.53645619,17.13173868,21.86652909
351900,8.209486268,7.204979247,6.354071744,4.122561934,10.44431124,18.08925681,8.476722627,13.01735804,15.91720935,14.95093336,14.88999855,16.04936865,16.75914632,15.19929722,16.1509957,16.04589909,17.20799877,19.53562832,17.12767902,21.84824983
352200,8.26991834,7.229066462,6.342355367,4.113426063,10.43739259,18.01531915,8.477982356,13.02115184,15.92172385,14.94651602,14.80888129,16.0377527,16.75914632,15.19929722,16.1509957,16.0469797,17.20861437,19.53480045,17.12361937,21.82997056
352500,8.330350413,7.253153676,6.33063899,4.104290191,10.43047395,17.94138149,8.479242086,13.02494564,15.92623834,14.94209868,14.72776403,16.02613676,16.75914632,15.19929722,16.1509957,16.0480603,17.20922998,19.53397259,17.11955972,21.8116913
352800,8.390782486,7.277240891,6.318922613,4.09515432,10.4235553,17.86744383,8.480501816,13.02873943,15.93075284,14.93768134,14.64664677,16.01452081,16.75914632,15.19929722,16.1509957,16.0491409,17.20984558,19.53314472,17.11550006,21.79341203
353100,8.451214558,7.301328106,6.307206236,4.086018449,10.41663665,17.79350618,8.481761546,13.03253323,15.93526734,14.933264,14.5655295,16.00290486,16.75914632,15.19929722,16.1509957,16.05022151,17.21046119,19.53231685,17.11144041,21.77513277
353400,8.511646631,7.32541532,6.295489859,4.076882577,10.409718,17.71956852,8.483021276,13.03632703,15.93978183,14.92884666,14.48441224,15.99128891,16.75914632,15.19929722,16.1509957,16.05130211,17.21107679,19.53148899,17.10738075,21.75685351
353700,8.572078704,7.349502535,6.283773482,4.067746706,10.40279935,17.64563086,8.484281006,13.04012082,15.94429633,14.92442932,14.40329498,15.97967296,16.75914632,15.19929722,16.1509957,16.05238272,17.21169239,19.53066112,17.1033211,21.73857424
354000,8.632510777,7.37358975,6.272057105,4.058610835,10.3958807,17.5716932,8.485540736,13.04391462,15.94881082,14.92001198,14.32217772,15.96805701,16.75914632,15.19929722,16.1509957,16.05346332,17.212308,19.52983325,17.09926145,21.72029498
354300,8.692942849,7.397676964,6.260340728,4.049474963,10.38896205,17.49775554,8.486800466,13.04770841,15.95332532,14.91559463,14.24106045,15.95644107,16.75914632,15.19929722,16.1509957,16.05454393,17.2129236,19.52900538,17.09520179,21.70201571
354600,8.753374922,7.421764179,6.248624351,4.040339092,10.3820434,17.42381788,8.488060196,13.05150221,15.95783981,14.91117729,14.15994319,15.94482512,16.75914632,15.19929722,16.1509957,16.05562453,17.21353921,19.52817752,17.09114214,21.68373645
354900,8.813806995,7.445851393,6.236907974,4.031203221,10.37512475,17.34988023,8.489319926,13.05529601,15.96235431,14.90675995,14.07882593,15.93320917,16.75914632,15.19929722,16.1509957,16.05670514,17.21415481,19.52734965,17.08708249,21.66545719
355200,8.874239067,7.469938608,6.225191597,4.022067349,10.3682061,17.27594257,8.490579656,13.0590898,15.96686881,14.90234261,13.99770867,15.92159322,16.75914632,15.19929722,16.1509957,16.05778574,17.21477042,19.52652178,17.08302283,21.64717792
355500,8.93467114,7.494025823,6.213475221,4.012931478,10.36128746,17.20200491,8.491839386,13.0628836,15.9713833,14.89792527,13.9165914,15.90997727,16.75914632,15.19929722,16.1509957,16.05886635,17.21538602,19.52569392,17.07896318,21.62889866
355800,8.995103213,7.518113037,6.201758844,4.003795607,10.35436881,17.12806725,8.493099115,13.0666774,15.9758978,14.89350793,13.83547414,15.89836132,16.75914632,15.19929722,16.1509957,16.05994695,17.21600163,19.52486605,17.07490352,21.61061939
356100,9.055535285,7.542200252,6.190042467,3.994659735,10.34745016,17.05412959,8.494358845,13.07047119,15.98041229,14.88909059,13.75435688,15.88674538,16.75914632,15.19929722,16.1509957,16.06102756,17.21661723,19.52403818,17.07084387,21.59234013
356400,9.115967358,7.566287467,6.17832609,3.985523864,10.34053151,16.98019193,8.495618575,13.07426499,15.98492679,14.88467325,13.67323962,15.87512943,16.75914632,15.19929722,16.1509957,16.06210816,17.21723284,19.52321032,17.06678422,21.57406087
356700,9.176399431,7.590374681,6.166609713,3.976387993,10.33361286,16.90625427,8.496878305,13.07805878,15.98944129,14.8802559,13.59212235,15.86351348,16.75914632,15.19929722,16.1509957,16.06318877,17.21784844,19.52238245,17.06272456,21.5557816
357000,9.236831504,7.614461896,6.154893336,3.967252121,10.32669421,16.83231662,8.498138035,13.08185258,15.99395578,14.87583856,13.51100509,15.85189753,16.75914632,15.19929722,16.1509957,16.06426937,17.21846405,19.52155458,17.05866491,21.53750234
357300,9.297263576,7.63854911,6.143176959,3.95811625,10.31977556,16.75837896,8.499397765,13.08564638,15.99847028,14.87142122,13.42988783,15.84028158,16.75914632,15.19929722,16.1509957,16.06534998,17.21907965,19.52072671,17.05460526,21.51922307
357600,9.357695649,7.662636325,6.131460582,3.948980379,10.31285691,16.6844413,8.500657495,13.08944017,16.00298477,14.86700388,13.34877057,15.82866563,16.75914632,15.19929722,16.1509957,16.06643058,17.21969526,19.51989885,17.0505456,21.50094381
357900,9.418127722,7.68672354,6.119744205,3.939844507,10.30593826,16.61050364,8.501917225,13.09323397,16.00749927,14.86258654,13.2676533,15.81704969,16.75914632,15.19929722,16.1509957,16.06751118,17.22031086,19.51907098,17.04648595,21.48266455
358200,9.478559794,7.710810754,6.108027828,3.930708636,10.29901961,16.53656598,8.503176955,13.09702777,16.01201376,14.8581692,13.18653604,15.80543374,16.75914632,15.19929722,16.1509957,16.06859179,17.22092647,19.51824311,17.0424263,21.46438528
358500,9.538991867,7.734897969,6.096311451,3.921572765,10.29210096,16.46262832,8.504436685,13.10082156,16.01652826,14.85375186,13.10541878,15.79381779,16.75914632,15.19929722,16.1509957,16.06967239,17.22154207,19.51741525,17.03836664,21.44610602
358800,9.59942394,7.758985184,6.084595074,3.912436893,10.28518232,16.38869066,8.505696415,13.10461536,16.02104276,14.84933451,13.02430152,15.78220184,16.75914632,15.19929722,16.1509957,16.070753,17.22215767,19.51658738,17.03430699,21.42782675
359100,9.659856013,7.783072398,6.072878697,3.903301022,10.27826367,16.31475301,8.506956145,13.10840915,16.02555725,14.84491717,12.94318425,15.77058589,16.75914632,15.19929722,16.1509957,16.0718336,17.22277328,19.51575951,17.03024733,21.40954749
359400,9.720288085,7.807159613,6.06116232,3.894165151,10.27134502,16.24081535,8.508215875,13.11220295,16.03007175,14.84049983,12.86206699,15.75896994,16.75914632,15.19929722,16.1509957,16.07291421,17.22338888,19.51493165,17.02618768,21.39126823
359700,9.780720158,7.831246827,6.049445943,3.88502928,10.26442637,16.16687769,8.509475604,13.11599675,16.03458624,14.83608249,12.78094973,15.747354,16.75914632,15.19929722,16.1509957,16.07399481,17.22400449,19.51410378,17.02212803,21.37298896
360000,9.841152231,7.855334042,6.037729567,3.875893408,10.25750772,16.09294003,8.510735334,13.11979054,16.03910074,14.83166515,12.69983247,15.73573805,16.75914632,15.19929722,16.1509957,16.07507542,17.22462009,19.51327591,17.01806837,21.3547097
360300,9.901584303,7.879421257,6.02601319,3.866757537,10.25058907,16.01900237,8.511995064,13.12358434,16.04361523,14.82724781,12.6187152,15.7241221,16.75914632,15.19929722,16.1509957,16.07615602,17.2252357,19.51244804,17.01400872,21.33643043
360600,9.962016376,7.903508471,6.014296813,3.857621666,10.24367042,15.94506471,8.513254794,13.12737814,16.04812973,14.82283047,12.53759794,15.71250615,16.75914632,15.19929722,16.1509957,16.07723663,17.2258513,19.51162018,17.00994907,21.31815117
360900,10.02244845,7.927595686,6.002580436,3.848485794,10.23675177,15.87112705,8.514514524,13.13117193,16.05264423,14.81841313,12.45648068,15.7008902,16.75914632,15.19929722,16.1509957,16.07831723,17.22646691,19.51079231,17.00588941,21.29987191
361200,10.08288052,7.951682901,5.990864059,3.839349923,10.22983312,15.7971894,8.515774254,13.13496573,16.05715872,14.81399578,12.37536342,15.68927425,16.75914632,15.19929722,16.1509957,16.07939784,17.22708251,19.50996444,17.00182976,21.28159264
361500,10.14331259,7.975770115,5.979147682,3.830214052,10.22291447,15.72325174,8.517033984,13.13875952,16.06167322,14.80957844,12.29424615,15.6776583,16.75914632,15.19929722,16.1509957,16.08047844,17.22769812,19.50913658,16.9977701,21.26331338
361800,10.20374467,7.99985733,5.967431305,3.82107818,10.21599582,15.64931408,8.518293714,13.14255332,16.06618771,14.8051611,12.21312889,15.66604236,16.75914632,15.19929722,16.1509957,16.08155905,17.22831372,19.50830871,16.99371045,21.24503412
362100,10.26417674,8.023944544,5.955714928,3.811942309,10.20907718,15.57537642,8.519553444,13.14634712,16.07070221,14.80074376,12.13201163,15.65442641,16.75914632,15.19929722,16.1509957,16.08263965,17.22892933,19.50748084,16.9896508,21.22675485
362400,10.32460881,8.048031759,5.943998551,3.802806438,10.20215853,15.50143876,8.520813174,13.15014091,16.07521671,14.79632642,12.05089437,15.64281046,16.75914632,15.19929722,16.1509957,16.08372026,17.22954493,19.50665298,16.98559114,21.20847559
362700,10.38504088,8.072118974,5.932282174,3.793670566,10.19523988,15.4275011,8.522072904,13.15393471,16.0797312,14.79190908,11.9697771,15.63119451,16.75914632,15.19929722,16.1509957,16.08480086,17.23016054,19.50582511,16.98153149,21.19019632
363000,10.44547296,8.096206188,5.920565797,3.784534695,10.18832123,15.35356344,8.523332634,13.15772851,16.0842457,14.78749174,11.88865984,15.61957856,16.75914632,15.19929722,16.1509957,16.08588146,17.23077614,19.50499724,16.97747184,21.17191706
363300,10.50590503,8.120293403,5.90884942,3.775398824,10.18140258,15.27962579,8.524592363,13.1615223,16.08876019,14.7830744,11.80754258,15.60796261,16.75914632,15.19929722,16.1509957,16.08696207,17.23139175,19.50416938,16.97341218,21.1536378
363600,10.5663371,8.144380618,5.897133043,3.766262952,10.17448393,15.20568813,8.525852093,13.1653161,16.09327469,14.77865705,11.72642532,15.59634667,16.75914632,15.19929722,16.1509957,16.08804267,17.23200735,19.50334151,16.96935253,21.13535853
363900,10.62676918,8.168467832,5.885416666,3.757127081,10.16756528,15.13175047,8.527111823,13.1691099,16.09778918,14.77423971,11.64530805,15.58473072,16.75914632,15.19929722,16.1509957,16.08912328,17.23262296,19.50251364,16.96529287,21.11707927
364200,10.68720125,8.192555047,5.873700289,3.74799121,10.16064663,15.05781281,8.528371553,13.17290369,16.10230368,14.76982237,11.56419079,15.57311477,16.75914632,15.19929722,16.1509957,16.09020388,17.23323856,19.50168577,16.96123322,21.0988
364500,10.74763332,8.216642261,5.861983913,3.738855338,10.15372798,14.98387515,8.529631283,13.17669749,16.10681818,14.76540503,11.48307353,15.56149882,16.75914632,15.19929722,16.1509957,16.09128449,17.23385416,19.50085791,16.95717357,21.08052074
364800,10.80806539,8.240729476,5.850267536,3.729719467,10.14680933,14.90993749,8.530891013,13.18049128,16.11133267,14.76098769,11.40195627,15.54988287,16.75914632,15.19929722,16.1509957,16.09236509,17.23446977,19.50003004,16.95311391,21.06224148
365100,10.86849747,8.264816691,5.838551159,3.720583596,10.13989068,14.83599984,8.532150743,13.18428508,16.11584717,14.75657035,11.320839,15.53826692,16.75914632,15.19929722,16.1509957,16.0934457,17.23508537,19.49920217,16.94905426,21.04396221
365400,10.92892954,8.288903905,5.826834782,3.711447724,10.13297204,14.76206218,8.533410473,13.18807888,16.12036166,14.75215301,11.23972174,15.52665098,16.75914632,15.19929722,16.1509957,16.0945263,17.23570098,19.49837431,16.94499461,21.02568295
365700,10.98936161,8.31299112,5.815118405,3.702311853,10.12605339,14.68812452,8.534670203,13.19187267,16.12487616,14.74773567,11.15860448,15.51503503,16.75914632,15.19929722,16.1509957,16.09560691,17.23631658,19.49754644,16.94093495,21.00740368
366000,11.04979368,8.337078335,5.803402028,3.693175982,10.11913474,14.61418686,8.535929933,13.19566647,16.12939066,14.74331832,11.07748722,15.50341908,16.75914632,15.19929722,16.1509957,16.09668751,17.23693219,19.49671857,16.9368753,20.98912442
366300,11.01465876,8.312265601,5.793500864,3.689179038,10.10000671,14.58947762,8.535300068,13.19566647,16.11855587,14.73713405,11.06467923,15.50148309,16.75914632,15.19929722,16.1509957,16.09560691,17.23693219,19.4947618,16.93890513,20.97666864
366600,10.97952383,8.287452868,5.783599701,3.685182094,10.08087868,14.56476837,8.534670203,13.19566647,16.10772108,14.73094977,11.05187124,15.4995471,16.75914632,15.19929722,16.1509957,16.0945263,17.23693219,19.49280502,16.94093495,20.96421286
366900,10.94438891,8.262640135,5.773698537,3.681185151,10.06175065,14.54005913,8.534040338,13.19566647,16.09688629,14.72476549,11.03906325,15.49761111,16.75914632,15.19929722,16.1509957,16.0934457,17.23693219,19.49084824,16.94296478,20.95175707
367200,10.90925398,8.237827402,5.763797373,3.677188207,10.04262262,14.51534989,8.533410473,13.19566647,16.0860515,14.71858121,11.02625526,15.49567511,16.75914632,15.19929722,16.1509957,16.09236509,17.23693219,19.48889147,16.94499461,20.93930129
367500,10.87411905,8.213014669,5.75389621,3.673191263,10.02349459,14.49064064,8.532780608,13.19566647,16.07521671,14.71239693,11.01344727,15.49373912,16.75914632,15.19929722,16.1509957,16.09128449,17.23693219,19.48693469,16.94702443,20.92684551
367800,10.83898413,8.188201936,5.743995046,3.66919432,10.00436656,14.4659314,8.532150743,13.19566647,16.06438192,14.70621266,11.00063928,15.49180313,16.75914632,15.19929722,16.1509957,16.09020388,17.23693219,19.48497791,16.94905426,20.91438973
368100,10.8038492,8.163389203,5.734093883,3.665197376,9.985238529,14.44122216,8.531520878,13.19566647,16.05354713,14.70002838,10.98783129,15.48986714,16.75914632,15.19929722,16.1509957,16.08912328,17.23693219,19.48302114,16.95108409,20.90193395
368400,10.76871428,8.138576469,5.724192719,3.661200432,9.966110499,14.41651291,8.530891013,13.19566647,16.04271234,14.6938441,10.97502331,15.48793115,16.75914632,15.19929722,16.1509957,16.08804267,17.23693219,19.48106436,16.95311391,20.88947817
368700,10.73357935,8.113763736,5.714291555,3.657203488,9.94698247,14.39180367,8.530261148,13.19566647,16.03187755,14.68765982,10.96221532,15.48599516,16.75914632,15.19929722,16.1509957,16.08696207,17.23693219,19.47910758,16.95514374,20.87702238
369000,10.69844442,8.088951003,5.704390392,3.653206545,9.92785444,14.36709443,8.529631283,13.19566647,16.02104276,14.68147555,10.94940733,15.48405917,16.75914632,15.19929722,16.1509957,16.08588146,17.23693219,19.47715081,16.95717357,20.8645666
369300,10.6633095,8.06413827,5.694489228,3.649209601,9.90872641,14.34238518,8.529001418,13.19566647,16.01020797,14.67529127,10.93659934,15.48212317,16.75914632,15.19929722,16.1509957,16.08480086,17.23693219,19.47519403,16.95920339,20.85211082
369600,10.62817457,8.039325537,5.684588065,3.645212657,9.88959838,14.31767594,8.528371553,13.19566647,15.99937318,14.66910699,10.92379135,15.48018718,16.75914632,15.19929722,16.1509957,16.08372026,17.23693219,19.47323726,16.96123322,20.83965504
369900,10.59303965,8.014512804,5.674686901,3.641215714,9.87047035,14.2929667,8.527741688,13.19566647,15.98853839,14.66292271,10.91098336,15.47825119,16.75914632,15.19929722,16.1509957,16.08263965,17.23693219,19.47128048,16.96326305,20.82719926
370200,10.55790472,7.989700071,5.664785737,3.63721877,9.851342321,14.26825745,8.527111823,13.19566647,15.9777036,14.65673843,10.89817537,15.4763152,16.75914632,15.19929722,16.1509957,16.08155905,17.23693219,19.4693237,16.96529287,20.81474348
370500,10.52276979,7.964887337,5.654884574,3.633221826,9.832214291,14.24354821,8.526481958,13.19566647,15.96686881,14.65055416,10.88536738,15.47437921,16.75914632,15.19929722,16.1509957,16.08047844,17.23693219,19.46736693,16.9673227,20.80228769
370800,10.48763487,7.940074604,5.64498341,3.629224883,9.813086261,14.21883897,8.525852093,13.19566647,15.95603402,14.64436988,10.87255939,15.47244322,16.75914632,15.19929722,16.1509957,16.07939784,17.23693219,19.46541015,16.96935253,20.78983191
371100,10.45249994,7.915261871,5.635082247,3.625227939,9.793958231,14.19412973,8.525222228,13.19566647,15.94519923,14.6381856,10.85975141,15.47050723,16.75914632,15.19929722,16.1509957,16.07831723,17.23693219,19.46345337,16.97138236,20.77737613
371400,10.41736502,7.890449138,5.625181083,3.621230995,9.774830201,14.16942048,8.524592363,13.19566647,15.93436444,14.63200132,10.84694342,15.46857123,16.75914632,15.19929722,16.1509957,16.07723663,17.23693219,19.4614966,16.97341218,20.76492035
371700,10.38223009,7.865636405,5.615279919,3.617234051,9.755702172,14.14471124,8.523962499,13.19566647,15.92352965,14.62581705,10.83413543,15.46663524,16.75914632,15.19929722,16.1509957,16.07615602,17.23693219,19.45953982,16.97544201,20.75246457
372000,10.34709516,7.840823672,5.605378756,3.613237108,9.736574142,14.120002,8.523332634,13.19566647,15.91269486,14.61963277,10.82132744,15.46469925,16.75914632,15.19929722,16.1509957,16.07507542,17.23693219,19.45758304,16.97747184,20.74000879
372300,10.31196024,7.816010939,5.595477592,3.609240164,9.717446112,14.09529275,8.522702769,13.19566647,15.90186007,14.61344849,10.80851945,15.46276326,16.75914632,15.19929722,16.1509957,16.07399481,17.23693219,19.45562627,16.97950166,20.727553
372600,10.27682531,7.791198206,5.585576429,3.60524322,9.698318082,14.07058351,8.522072904,13.19566647,15.89102528,14.60726421,10.79571146,15.46082727,16.75914632,15.19929722,16.1509957,16.07291421,17.23693219,19.45366949,16.98153149,20.71509722
372900,10.24169039,7.766385472,5.575675265,3.601246277,9.679190053,14.04587427,8.521443039,13.19566647,15.88019049,14.60107993,10.78290347,15.45889128,16.75914632,15.19929722,16.1509957,16.0718336,17.23693219,19.45171271,16.98356132,20.70264144
373200,10.20655546,7.741572739,5.565774101,3.597249333,9.660062023,14.02116502,8.520813174,13.19566647,15.8693557,14.59489566,10.77009548,15.45695529,16.75914632,15.19929722,16.1509957,16.070753,17.23693219,19.44975594,16.98559114,20.69018566
