Time,Rack1,Rack2,Rack3,Rack4,Rack5,Rack6,Rack7,Rack8,Rack9,Rack10,Rack11,Rack12,Rack13,Rack14,Rack15,Rack16,Rack17,Rack18,Rack19,Rack20
1956900,14.97591085,17.30884026,22.41128382,18.52012414,16.11251624,24.5875977,18.51236103,12.63839995,14.94388405,14.06393123,16.44301802,16.59144624,16.49473932,15.19929722,17.25985871,13.5151229,16.5997813,20.79662023,17.52755491,22.03508655
1957200,14.98040813,17.31145213,22.4162344,18.5229791,16.11638255,24.5875977,18.51299089,12.64261528,14.95201015,14.07895019,16.44139161,16.60306219,16.48764321,15.19929722,17.29249465,13.5162035,16.60162812,20.82732657,17.53770405,22.05676285
1957500,14.9849054,17.314064,22.42118498,18.52583406,16.12024885,24.5875977,18.51362076,12.64683061,14.96013624,14.09396915,16.4397652,16.61467814,16.48054711,15.19929722,17.32513059,13.51728411,16.60347493,20.8580329,17.54785318,22.07843914
1957800,14.98940267,17.31667586,22.42613557,18.52868902,16.12411515,24.5875977,18.51425062,12.65104594,14.96826233,14.10898811,16.43813879,16.62629409,16.47345101,15.19929722,17.35776653,13.51836471,16.60532174,20.88873924,17.55800232,22.10011544
1958100,14.99389994,17.31928773,22.43108615,18.53154398,16.12798146,24.5875977,18.51488049,12.65526127,14.97638842,14.12400707,16.43651238,16.63791004,16.4663549,15.19929722,17.39040247,13.51944532,16.60716856,20.91944558,17.56815145,22.12179173
1958400,14.99839721,17.3218996,22.43603673,18.53439894,16.13184776,24.5875977,18.51551035,12.6594766,14.98451452,14.13902603,16.43488597,16.64952598,16.4592588,15.19929722,17.42303841,13.52052592,16.60901537,20.95015192,17.57830059,22.14346803
1958700,15.00289448,17.32451146,22.44098731,18.5372539,16.13571406,24.5875977,18.51614022,12.66369193,14.99264061,14.15404499,16.43325956,16.66114193,16.45216269,15.19929722,17.45567435,13.52160653,16.61086219,20.98085826,17.58844972,22.16514432
1959000,15.00739175,17.32712333,22.44593789,18.54010886,16.13958037,24.5875977,18.51677008,12.66790726,15.0007667,14.16906395,16.43163314,16.67275788,16.44506659,15.19929722,17.48831029,13.52268713,16.612709,21.0115646,17.59859885,22.18682062
1959300,15.01188902,17.3297352,22.45088848,18.54296382,16.14344667,24.5875977,18.51739995,12.67212258,15.00889279,14.18408292,16.43000673,16.68437383,16.43797049,15.19929722,17.52094623,13.52376774,16.61455582,21.04227093,17.60874799,22.20849691
1959600,15.01638629,17.33234706,22.45583906,18.54581878,16.14731298,24.5875977,18.51802981,12.67633791,15.01701889,14.19910188,16.42838032,16.69598978,16.43087438,15.19929722,17.55358217,13.52484834,16.61640263,21.07297727,17.61889712,22.23017321
1959900,15.01385657,17.33162155,22.45418886,18.54581878,16.13998735,24.58189557,18.51677008,12.67465178,15.01160149,14.18938372,16.42736381,16.68050185,16.43149143,15.19929722,17.558895,13.52592895,16.61640263,21.12573498,17.60874799,22.22645265
1960200,15.01132686,17.33089603,22.45253867,18.54581878,16.13266172,24.57619344,18.51551035,12.67296565,15.0061841,14.17966557,16.42634731,16.66501392,16.43210849,15.19929722,17.56420783,13.52700955,16.61640263,21.17849268,17.59859885,22.22273209
1960500,15.00879715,17.33017051,22.45088848,18.54581878,16.12533609,24.5704913,18.51425062,12.67127952,15.0007667,14.16994742,16.4253308,16.64952598,16.43272554,15.19929722,17.56952066,13.52809016,16.61640263,21.23125038,17.58844972,22.21901153
1960800,15.00626743,17.32944499,22.44923828,18.54581878,16.11801046,24.56478917,18.51299089,12.66959339,14.99534931,14.16022927,16.42431429,16.63403805,16.43334259,15.19929722,17.57483348,13.52917076,16.61640263,21.28400809,17.57830059,22.21529098
1961100,15.00373772,17.32871947,22.44758809,18.54581878,16.11068483,24.55908704,18.51173116,12.66790726,14.98993191,14.15051112,16.42329779,16.61855012,16.43395965,15.19929722,17.58014631,13.53025136,16.61640263,21.33676579,17.56815145,22.21157042
1961400,15.001208,17.32799395,22.44593789,18.54581878,16.10335921,24.5533849,18.51047143,12.66622112,14.98451452,14.14079297,16.42228128,16.60306219,16.4345767,15.19929722,17.58545914,13.53133197,16.61640263,21.3895235,17.55800232,22.20784986
1961700,14.99867829,17.32726843,22.4442877,18.54581878,16.09603358,24.54768277,18.5092117,12.66453499,14.97909712,14.13107482,16.42126477,16.58757426,16.43519375,15.19929722,17.59077197,13.53241257,16.61640263,21.4422812,17.54785318,22.2041293
1962000,14.99614857,17.32654292,22.44263751,18.54581878,16.08870795,24.54198064,18.50795197,12.66284886,14.97367973,14.12135667,16.42024826,16.57208633,16.4358108,15.19929722,17.59608479,13.53349318,16.61640263,21.4950389,17.53770405,22.20040874
1962300,14.99361886,17.3258174,22.44098731,18.54581878,16.08138232,24.53627851,18.50669224,12.66116273,14.96826233,14.11163852,16.41923176,16.5565984,16.43642786,15.19929722,17.60139762,13.53457378,16.61640263,21.54779661,17.52755491,22.19668819
1962600,14.99108914,17.32509188,22.43933712,18.54581878,16.07405669,24.53057637,18.50543251,12.6594766,14.96284494,14.10192037,16.41821525,16.54111047,16.43704491,15.19929722,17.60671045,13.53565439,16.61640263,21.60055431,17.51740578,22.19296763
1962900,14.98855943,17.32436636,22.43768692,18.54581878,16.06673106,24.52487424,18.50417278,12.65779047,14.95742754,14.09220222,16.41719874,16.52562254,16.43766196,15.19929722,17.61202328,13.53673499,16.61640263,21.65331201,17.50725665,22.18924707
1963200,14.98602971,17.32364084,22.43603673,18.54581878,16.05940544,24.51917211,18.50291305,12.65610433,14.95201015,14.08248407,16.41618224,16.5101346,16.43827901,15.19929722,17.6173361,13.5378156,16.61640263,21.70606972,17.49710751,22.18552651
1963500,14.9835,17.32291532,22.43438654,18.54581878,16.05207981,24.51346997,18.50165332,12.6544182,14.94659275,14.07276591,16.41516573,16.49464667,16.43889607,15.19929722,17.62264893,13.5388962,16.61640263,21.75882742,17.48695838,22.18180595
1963800,14.98097028,17.3221898,22.43273634,18.54581878,16.04475418,24.50776784,18.50039359,12.65273207,14.94117536,14.06304776,16.41414922,16.47915874,16.43951312,15.19929722,17.62796176,13.53997681,16.61640263,21.81158513,17.47680924,22.17808539
1964100,14.97844057,17.32146429,22.43108615,18.54581878,16.03742855,24.50206571,18.49913386,12.65104594,14.93575796,14.05332961,16.41313272,16.46367081,16.44013017,15.19929722,17.63327459,13.54105741,16.61640263,21.86434283,17.46666011,22.17436484
1964400,14.97591085,17.32073877,22.42943595,18.54581878,16.03010292,24.49636357,18.49787413,12.64935981,14.93034057,14.04361146,16.41211621,16.44818288,16.44074722,15.19929722,17.63858741,13.54213802,16.61640263,21.91710053,17.45651097,22.17064428
1964700,14.97338114,17.32001325,22.42778576,18.54581878,16.02277729,24.49066144,18.4966144,12.64767368,14.92492317,14.03389331,16.4110997,16.43269495,16.44136428,15.19929722,17.64390024,13.54321862,16.61640263,21.96985824,17.44636184,22.16692372
1965000,14.97085143,17.31928773,22.42613557,18.54581878,16.01545166,24.48495931,18.49535467,12.64598754,14.91950578,14.02417516,16.41008319,16.41720702,16.44198133,15.19929722,17.64921307,13.54429923,16.61640263,22.02261594,17.43621271,22.16320316
1965300,14.96832171,17.31856221,22.42448537,18.54581878,16.00812604,24.47925717,18.49409494,12.64430141,14.91408838,14.01445701,16.40906669,16.40171909,16.44259838,15.19929722,17.6545259,13.54537983,16.61640263,22.07537365,17.42606357,22.1594826
1965600,14.965792,17.31783669,22.42283518,18.54581878,16.00080041,24.47355504,18.49283521,12.64261528,14.90867099,14.00473886,16.40805018,16.38623115,16.44321543,15.19929722,17.65983872,13.54646044,16.61640263,22.12813135,17.41591444,22.15576205
1965900,14.96326228,17.31711118,22.42118498,18.54581878,15.99347478,24.46785291,18.49157548,12.64092915,14.90325359,13.99502071,16.40703367,16.37074322,16.44383249,15.19929722,17.66515155,13.54754104,16.61640263,22.18088905,17.4057653,22.15204149
1966200,14.96073257,17.31638566,22.41953479,18.54581878,15.98614915,24.46215078,18.49031575,12.63924302,14.8978362,13.98530256,16.40601717,16.35525529,16.44444954,15.19929722,17.67046438,13.54862164,16.61640263,22.23364676,17.39561617,22.14832093
1966500,14.95820285,17.31566014,22.4178846,18.54581878,15.97882352,24.45644864,18.48905602,12.63755689,14.8924188,13.97558441,16.40500066,16.33976736,16.44506659,15.19929722,17.67577721,13.54970225,16.61640263,22.28640446,17.38546703,22.14460037
1966800,14.95567314,17.31493462,22.4162344,18.54581878,15.97149789,24.45074651,18.48779629,12.63587075,14.88700141,13.96586625,16.40398415,16.32427943,16.44568364,15.19929722,17.68109003,13.55078285,16.61640263,22.33916216,17.3753179,22.14087981
1967100,14.95314342,17.3142091,22.41458421,18.54581878,15.96417227,24.44504438,18.48653656,12.63418462,14.88158401,13.9561481,16.40296764,16.3087915,16.4463007,15.19929722,17.68640286,13.55186346,16.61640263,22.39191987,17.36516877,22.13715926
1967400,14.95061371,17.31348358,22.41293401,18.54581878,15.95684664,24.43934224,18.48527683,12.63249849,14.87616662,13.94642995,16.40195114,16.29330357,16.44691775,15.19929722,17.69171569,13.55294406,16.61640263,22.44467757,17.35501963,22.1334387
1967700,14.94808399,17.31275806,22.41128382,18.54581878,15.94952101,24.43364011,18.4840171,12.63081236,14.87074922,13.9367118,16.40093463,16.27781564,16.4475348,15.19929722,17.69702852,13.55402467,16.61640263,22.49743528,17.3448705,22.12971814
1968000,14.94555428,17.31203255,22.40963363,18.54581878,15.94219538,24.42793798,18.48275738,12.62912623,14.86533183,13.92699365,16.39991812,16.26232771,16.44815185,15.19929722,17.70234134,13.55510527,16.61640263,22.55019298,17.33472136,22.12599758
1968300,14.94302456,17.31130703,22.40798343,18.54581878,15.93486975,24.42223584,18.48149765,12.6274401,14.85991443,13.9172755,16.39890162,16.24683977,16.44876891,15.19929722,17.70765417,13.55618588,16.61640263,22.60295068,17.32457223,22.12227702
1968600,14.94049485,17.31058151,22.40633324,18.54581878,15.92754412,24.41653371,18.48023792,12.62575396,14.85449704,13.90755735,16.39788511,16.23135184,16.44938596,15.19929722,17.712967,13.55726648,16.61640263,22.65570839,17.31442309,22.11855646
1968900,14.93796513,17.30985599,22.40468305,18.54581878,15.9202185,24.41083158,18.47897819,12.62406783,14.84907964,13.8978392,16.3968686,16.21586391,16.45000301,15.19929722,17.71827983,13.55834709,16.61640263,22.70846609,17.30427396,22.11483591
1969200,14.93543542,17.30913047,22.40303285,18.54581878,15.91289287,24.40512945,18.47771846,12.6223817,14.84366225,13.88812105,16.3958521,16.20037598,16.45062006,15.19929722,17.72359265,13.55942769,16.61640263,22.76122379,17.29412483,22.11111535
1969500,14.93290571,17.30840495,22.40138266,18.54581878,15.90556724,24.39942731,18.47645873,12.62069557,14.83824485,13.8784029,16.39483559,16.18488805,16.45123712,15.19929722,17.72890548,13.5605083,16.61640263,22.8139815,17.28397569,22.10739479
1969800,14.93037599,17.30767943,22.39973246,18.54581878,15.89824161,24.39372518,18.475199,12.61900944,14.83282746,13.86868475,16.39381908,16.16940012,16.45185417,15.19929722,17.73421831,13.5615889,16.61640263,22.8667392,17.27382656,22.10367423
1970100,14.92784628,17.30695392,22.39808227,18.54581878,15.89091598,24.38802305,18.47393927,12.61732331,14.82741006,13.8589666,16.39280257,16.15391219,16.45247122,15.19929722,17.73953114,13.56266951,16.61640263,22.91949691,17.26367742,22.09995367
1970400,14.92531656,17.3062284,22.39643208,18.54581878,15.88359035,24.38232091,18.47267954,12.61563717,14.82199267,13.84924844,16.39178607,16.13842426,16.45308827,15.19929722,17.74484396,13.56375011,16.61640263,22.97225461,17.25352829,22.09623312
1970700,14.92278685,17.30550288,22.39478188,18.54581878,15.87626472,24.37661878,18.47141981,12.61395104,14.81657527,13.83953029,16.39076956,16.12293633,16.45370533,15.19929722,17.75015679,13.56483072,16.61640263,23.02501231,17.24337915,22.09251256
1971000,14.92025713,17.30477736,22.39313169,18.54581878,15.8689391,24.37091665,18.47016008,12.61226491,14.81115788,13.82981214,16.38975305,16.10744839,16.45432238,15.19929722,17.75546962,13.56591132,16.61640263,23.07777002,17.23323002,22.088792
1971300,14.91772742,17.30405184,22.39148149,18.54581878,15.86161347,24.36521451,18.46890035,12.61057878,14.80574048,13.82009399,16.38873655,16.09196046,16.45493943,15.19929722,17.76078245,13.56699192,16.61640263,23.13052772,17.22308089,22.08507144
1971600,14.9151977,17.30332632,22.3898313,18.54581878,15.85428784,24.35951238,18.46764062,12.60889265,14.80032309,13.81037584,16.38772004,16.07647253,16.45555648,15.19929722,17.76609527,13.56807253,16.61640263,23.18328543,17.21293175,22.08135088
1971900,14.91266799,17.3026008,22.38818111,18.54581878,15.84696221,24.35381025,18.46638089,12.60720652,14.79490569,13.80065769,16.38670353,16.0609846,16.45617354,15.19929722,17.7714081,13.56915313,16.61640263,23.23604313,17.20278262,22.07763032
1972200,14.91013827,17.30187529,22.38653091,18.54581878,15.83963658,24.34810811,18.46512116,12.60552038,14.7894883,13.79093954,16.38568703,16.04549667,16.45679059,15.19929722,17.77672093,13.57023374,16.61640263,23.28880083,17.19263348,22.07390977
1972500,14.90760856,17.30114977,22.38488072,18.54581878,15.83231095,24.34240598,18.46386143,12.60383425,14.7840709,13.78122139,16.38467052,16.03000874,16.45740764,15.19929722,17.78203376,13.57131434,16.61640263,23.34155854,17.18248435,22.07018921
1972800,14.90507884,17.30042425,22.38323052,18.54581878,15.82498533,24.33670385,18.4626017,12.60214812,14.77865351,13.77150324,16.38365401,16.01452081,16.45802469,15.19929722,17.78734658,13.57239495,16.61640263,23.39431624,17.17233521,22.06646865
1973100,14.90254913,17.29969873,22.38158033,18.54581878,15.8176597,24.33100172,18.46134197,12.60046199,14.77323611,13.76178509,16.3826375,15.99903288,16.45864175,15.19929722,17.79265941,13.57347555,16.61640263,23.44707394,17.16218608,22.06274809
1973400,14.90001941,17.29897321,22.37993014,18.54581878,15.81033407,24.32529958,18.46008224,12.59877586,14.76781872,13.75206694,16.381621,15.98354495,16.4592588,15.19929722,17.79797224,13.57455616,16.61640263,23.49983165,17.15203695,22.05902753
1973700,14.8974897,17.29824769,22.37827994,18.54581878,15.80300844,24.31959745,18.45882251,12.59708973,14.76240132,13.74234879,16.38060449,15.96805701,16.45987585,15.19929722,17.80328507,13.57563676,16.61640263,23.55258935,17.14188781,22.05530698
1974000,14.89495999,17.29752218,22.37662975,18.54581878,15.79568281,24.31389532,18.45756278,12.59540359,14.75698393,13.73263063,16.37958798,15.95256908,16.4604929,15.19929722,17.80859789,13.57671737,16.61640263,23.60534706,17.13173868,22.05158642
1974300,14.89243027,17.29679666,22.37497955,18.54581878,15.78835718,24.30819318,18.45630305,12.59371746,14.75156653,13.72291248,16.37857148,15.93708115,16.46110996,15.19929722,17.81391072,13.57779797,16.61640263,23.65810476,17.12158954,22.04786586
1974600,14.88990056,17.29607114,22.37332936,18.54581878,15.78103156,24.30249105,18.45504332,12.59203133,14.74614914,13.71319433,16.37755497,15.92159322,16.46172701,15.19929722,17.81922355,13.57887858,16.61640263,23.71086246,17.11144041,22.0441453
1974900,14.88737084,17.29534562,22.37167917,18.54581878,15.77370593,24.29678892,18.45378359,12.5903452,14.74073174,13.70347618,16.37653846,15.90610529,16.46234406,15.19929722,17.82453638,13.57995918,16.61640263,23.76362017,17.10129127,22.04042474
1975200,14.88484113,17.2946201,22.37002897,18.54581878,15.7663803,24.29108678,18.45252386,12.58865907,14.73531435,13.69375803,16.37552195,15.89061736,16.46296111,15.19929722,17.8298492,13.58103979,16.61640263,23.81637787,17.09114214,22.03670418
1975500,14.88231141,17.29389458,22.36837878,18.54581878,15.75905467,24.28538465,18.45126413,12.58697294,14.72989695,13.68403988,16.37450545,15.87512943,16.46357817,15.19929722,17.83516203,13.58212039,16.61640263,23.86913557,17.08099301,22.03298363
1975800,14.8797817,17.29316906,22.36672858,18.54581878,15.75172904,24.27968252,18.4500044,12.5852868,14.72447956,13.67432173,16.37348894,15.8596415,16.46419522,15.19929722,17.84047486,13.58320099,16.61640263,23.92189328,17.07084387,22.02926307
1976100,14.87725198,17.29244355,22.36507839,18.54581878,15.74440341,24.27398039,18.44874467,12.58360067,14.71906216,13.66460358,16.37247243,15.84415356,16.46481227,15.19929722,17.84578769,13.5842816,16.61640263,23.97465098,17.06069474,22.02554251
1976400,14.87472227,17.29171803,22.3634282,18.54581878,15.73707778,24.26827825,18.44748494,12.58191454,14.71364477,13.65488543,16.37145593,15.82866563,16.46542932,15.19929722,17.85110052,13.5853622,16.61640263,24.02740869,17.0505456,22.02182195
1976700,14.87640874,17.29287886,22.3634282,18.54867374,15.73667081,24.27207967,18.4481148,12.58275761,14.72628536,13.6584193,16.37186253,15.8131777,16.46450374,15.19929722,17.84654666,13.58320099,16.61578702,23.96923222,17.0505456,21.98235168
1977000,14.87809522,17.29403969,22.3634282,18.5515287,15.73626383,24.2758811,18.44874467,12.58360067,14.73892594,13.66195317,16.37226913,15.79768977,16.46357817,15.19929722,17.84199281,13.58103979,16.61517142,23.91105575,17.0505456,21.94288141
1977300,14.8797817,17.29520052,22.3634282,18.55438366,15.73585685,24.27968252,18.44937453,12.58444374,14.75156653,13.66548705,16.37267573,15.78220184,16.46265259,15.19929722,17.83743896,13.57887858,16.61455582,23.85287928,17.0505456,21.90341115
1977600,14.88146817,17.29636135,22.3634282,18.55723862,15.73544987,24.28348394,18.4500044,12.5852868,14.76420712,13.66902092,16.37308234,15.76671391,16.46172701,15.19929722,17.83288511,13.57671737,16.61394021,23.79470281,17.0505456,21.86394088
1977900,14.88315465,17.29752218,22.3634282,18.56009358,15.73504289,24.28728536,18.45063426,12.58612987,14.77684771,13.67255479,16.37348894,15.75122598,16.46080143,15.19929722,17.82833125,13.57455616,16.61332461,23.73652634,17.0505456,21.82447061
1978200,14.88484113,17.298683,22.3634282,18.56294854,15.73463591,24.29108678,18.45126413,12.58697294,14.7894883,13.67608867,16.37389554,15.73573805,16.45987585,15.19929722,17.8237774,13.57239495,16.612709,23.67834987,17.0505456,21.78500034
1978500,14.8865276,17.29984383,22.3634282,18.5658035,15.73422893,24.29488821,18.45189399,12.587816,14.80212889,13.67962254,16.37430215,15.72025012,16.45895027,15.19929722,17.81922355,13.57023374,16.6120934,23.6201734,17.0505456,21.74553007
1978800,14.88821408,17.30100466,22.3634282,18.56865846,15.73382195,24.29868963,18.45252386,12.58865907,14.81476947,13.68315641,16.37470875,15.70476218,16.45802469,15.19929722,17.8146697,13.56807253,16.61147779,23.56199693,17.0505456,21.7060598
1979100,14.88990056,17.30216549,22.3634282,18.57151342,15.73341497,24.30249105,18.45315372,12.58950213,14.82741006,13.68669028,16.37511535,15.68927425,16.45709911,15.19929722,17.81011585,13.56591132,16.61086219,23.50382046,17.0505456,21.66658953
1979400,14.89158703,17.30332632,22.3634282,18.57436838,15.73300799,24.30629247,18.45378359,12.5903452,14.84005065,13.69022416,16.37552195,15.67378632,16.45617354,15.19929722,17.80556199,13.56375011,16.61024658,23.44564399,17.0505456,21.62711926
1979700,14.89327351,17.30448715,22.3634282,18.57722334,15.73260101,24.31009389,18.45441345,12.59118826,14.85269124,13.69375803,16.37592856,15.65829839,16.45524796,15.19929722,17.80100814,13.5615889,16.60963098,23.38746752,17.0505456,21.58764899
1980000,14.89495999,17.30564798,22.3634282,18.5800783,15.73219403,24.31389532,18.45504332,12.59203133,14.86533183,13.6972919,16.37633516,15.64281046,16.45432238,15.19929722,17.79645429,13.55942769,16.60901537,23.32929105,17.0505456,21.54817872
1980300,14.89664646,17.30680881,22.3634282,18.58293326,15.73178705,24.31769674,18.45567318,12.5928744,14.87797242,13.70082578,16.37674176,15.62732253,16.4533968,15.19929722,17.79190044,13.55726648,16.60839977,23.27111458,17.0505456,21.50870845
1980600,14.89833294,17.30796964,22.3634282,18.58578822,15.73138007,24.32149816,18.45630305,12.59371746,14.890613,13.70435965,16.37714837,15.6118346,16.45247122,15.19929722,17.78734658,13.55510527,16.60778416,23.21293811,17.0505456,21.46923818
1980900,14.90001941,17.30913047,22.3634282,18.58864318,15.73097309,24.32529958,18.45693291,12.59456053,14.90325359,13.70789352,16.37755497,15.59634667,16.45154564,15.19929722,17.78279273,13.55294406,16.60716856,23.15476165,17.0505456,21.42976792
1981200,14.90170589,17.3102913,22.3634282,18.59149814,15.73056611,24.329101,18.45756278,12.59540359,14.91589418,13.7114274,16.37796157,15.58085874,16.45062006,15.19929722,17.77823888,13.55078285,16.60655295,23.09658518,17.0505456,21.39029765
1981500,14.90339237,17.31145213,22.3634282,18.5943531,15.73015914,24.33290243,18.45819264,12.59624666,14.92853477,13.71496127,16.37836817,15.5653708,16.44969448,15.19929722,17.77368503,13.54862164,16.60593735,23.03840871,17.0505456,21.35082738
1981800,14.90507884,17.31261296,22.3634282,18.59720806,15.72975216,24.33670385,18.45882251,12.59708973,14.94117536,13.71849514,16.37877478,15.54988287,16.44876891,15.19929722,17.76913118,13.54646044,16.60532174,22.98023224,17.0505456,21.31135711
1982100,14.90676532,17.31377379,22.3634282,18.60006302,15.72934518,24.34050527,18.45945237,12.59793279,14.95381594,13.72202902,16.37918138,15.53439494,16.44784333,15.19929722,17.76457732,13.54429923,16.60470614,22.92205577,17.0505456,21.27188684
1982400,14.9084518,17.31493462,22.3634282,18.60291798,15.7289382,24.34430669,18.46008224,12.59877586,14.96645653,13.72556289,16.37958798,15.51890701,16.44691775,15.19929722,17.76002347,13.54213802,16.60409054,22.8638793,17.0505456,21.23241657
1982700,14.91013827,17.31609545,22.3634282,18.60577294,15.72853122,24.34810811,18.4607121,12.59961892,14.97909712,13.72909676,16.37999459,15.50341908,16.44599217,15.19929722,17.75546962,13.53997681,16.60347493,22.80570283,17.0505456,21.1929463
1983000,14.91182475,17.31725628,22.3634282,18.6086279,15.72812424,24.35190954,18.46134197,12.60046199,14.99173771,13.73263063,16.38040119,15.48793115,16.44506659,15.19929722,17.75091577,13.5378156,16.60285933,22.74752636,17.0505456,21.15347603
1983300,14.91351123,17.31841711,22.3634282,18.61148286,15.72771726,24.35571096,18.46197183,12.60130505,15.0043783,13.73616451,16.38080779,15.47244322,16.44414101,15.19929722,17.74636192,13.53565439,16.60224372,22.68934989,17.0505456,21.11400576
1983600,14.9151977,17.31957794,22.3634282,18.61433782,15.72731028,24.35951238,18.4626017,12.60214812,15.01701889,13.73969838,16.38121439,15.45695529,16.44321543,15.19929722,17.74180806,13.53349318,16.60162812,22.63117342,17.0505456,21.07453549
1983900,14.91688418,17.32073877,22.3634282,18.61719278,15.7269033,24.3633138,18.46323156,12.60299119,15.02965947,13.74323225,16.381621,15.44146735,16.44228985,15.19929722,17.73725421,13.53133197,16.60101251,22.57299695,17.0505456,21.03506522
1984200,14.91857066,17.3218996,22.3634282,18.62004774,15.72649632,24.36711523,18.46386143,12.60383425,15.04230006,13.74676613,16.3820276,15.42597942,16.44136428,15.19929722,17.73270036,13.52917076,16.60039691,22.51482048,17.0505456,20.99559496
1984500,14.92025713,17.32306043,22.3634282,18.6229027,15.72608934,24.37091665,18.46449129,12.60467732,15.05494065,13.7503,16.3824342,15.41049149,16.4404387,15.19929722,17.72814651,13.52700955,16.5997813,22.45664401,17.0505456,20.95612469
1984800,14.92194361,17.32422126,22.3634282,18.62575766,15.72568236,24.37471807,18.46512116,12.60552038,15.06758124,13.75383387,16.38284081,15.39500356,16.43951312,15.19929722,17.72359265,13.52484834,16.5991657,22.39846754,17.0505456,20.91665442
1985100,14.92363008,17.32538209,22.3634282,18.62861262,15.72527538,24.37851949,18.46575102,12.60636345,15.08022183,13.75736775,16.38324741,15.37951563,16.43858754,15.19929722,17.7190388,13.52268713,16.59855009,22.34029107,17.0505456,20.87718415
1985400,14.92531656,17.32654292,22.3634282,18.63146758,15.7248684,24.38232091,18.46638089,12.60720652,15.09286242,13.76090162,16.38365401,15.3640277,16.43766196,15.19929722,17.71448495,13.52052592,16.59793449,22.2821146,17.0505456,20.83771388
1985700,14.92700304,17.32770375,22.3634282,18.63432254,15.72446142,24.38612234,18.46701075,12.60804958,15.105503,13.76443549,16.38406061,15.34853977,16.43673638,15.19929722,17.7099311,13.51836471,16.59731888,22.22393813,17.0505456,20.79824361
1986000,14.92868951,17.32886458,22.3634282,18.6371775,15.72405445,24.38992376,18.46764062,12.60889265,15.11814359,13.76796936,16.38446722,15.33305184,16.4358108,15.19929722,17.70537725,13.5162035,16.59670328,22.16576167,17.0505456,20.75877334
1986300,14.93037599,17.3300254,22.3634282,18.64003246,15.72364747,24.39372518,18.46827048,12.60973571,15.13078418,13.77150324,16.38487382,15.31756391,16.43488522,15.19929722,17.70082339,13.51404229,16.59608767,22.1075852,17.0505456,20.71930307
1986600,14.93206247,17.33118623,22.3634282,18.64288742,15.72324049,24.3975266,18.46890035,12.61057878,15.14342477,13.77503711,16.38528042,15.30207597,16.43395965,15.19929722,17.69626954,13.51188109,16.59547207,22.04940873,17.0505456,20.6798328
1986900,14.93374894,17.33234706,22.3634282,18.64574238,15.72283351,24.40132802,18.46953021,12.61142184,15.15606536,13.77857098,16.38568703,15.28658804,16.43303407,15.19929722,17.69171569,13.50971988,16.59485646,21.99123226,17.0505456,20.64036253
1987200,14.93543542,17.33350789,22.3634282,18.64859734,15.72242653,24.40512945,18.47016008,12.61226491,15.16870595,13.78210486,16.38609363,15.27110011,16.43210849,15.19929722,17.68716184,13.50755867,16.59424086,21.93305579,17.0505456,20.60089226
1987500,14.9371219,17.33466872,22.3634282,18.6514523,15.72201955,24.40893087,18.47078994,12.61310798,15.18134653,13.78563873,16.38650023,15.25561218,16.43118291,15.19929722,17.68260798,13.50539746,16.59362525,21.87487932,17.0505456,20.561422
1987800,14.93880837,17.33582955,22.3634282,18.65430725,15.72161257,24.41273229,18.47141981,12.61395104,15.19398712,13.7891726,16.38690683,15.24012425,16.43025733,15.19929722,17.67805413,13.50323625,16.59300965,21.81670285,17.0505456,20.52195173
1988100,14.94049485,17.33699038,22.3634282,18.65716221,15.72120559,24.41653371,18.47204967,12.61479411,15.20662771,13.79270648,16.38731344,15.22463632,16.42933175,15.19929722,17.67350028,13.50107504,16.59239405,21.75852638,17.0505456,20.48248146
1988400,14.94218133,17.33815121,22.3634282,18.66001717,15.72079861,24.42033513,18.47267954,12.61563717,15.2192683,13.79624035,16.38772004,15.20914839,16.42840617,15.19929722,17.66894643,13.49891383,16.59177844,21.70034991,17.0505456,20.44301119
1988700,14.9438678,17.33931204,22.3634282,18.66287213,15.72039163,24.42413656,18.4733094,12.61648024,15.23190889,13.79977422,16.38812664,15.19366046,16.42748059,15.19929722,17.66439258,13.49675262,16.59116284,21.64217344,17.0505456,20.40354092
1989000,14.94555428,17.34047287,22.3634282,18.66572709,15.71998465,24.42793798,18.47393927,12.61732331,15.24454948,13.8033081,16.38853324,15.17817253,16.42655501,15.19929722,17.65983872,13.49459141,16.59054723,21.58399697,17.0505456,20.36407065
1989300,14.94724076,17.3416337,22.3634282,18.66858205,15.71957767,24.4317394,18.47456913,12.61816637,15.25719006,13.80684197,16.38893985,15.16268459,16.42562944,15.19929722,17.65528487,13.4924302,16.58993163,21.5258205,17.0505456,20.32460038
1989600,14.94892723,17.34279453,22.3634282,18.67143701,15.71917069,24.43554082,18.475199,12.61900944,15.26983065,13.81037584,16.38934645,15.14719666,16.42470386,15.19929722,17.65073102,13.49026899,16.58931602,21.46764403,17.0505456,20.28513011
1989900,14.95061371,17.34395536,22.3634282,18.67429197,15.71876371,24.43934224,18.47582886,12.6198525,15.28247124,13.81390971,16.38975305,15.13170873,16.42377828,15.19929722,17.64617717,13.48810778,16.58870042,21.40946756,17.0505456,20.24565984
1990200,14.95230018,17.34511619,22.3634282,18.67714693,15.71835673,24.44314367,18.47645873,12.62069557,15.29511183,13.81744359,16.39015966,15.1162208,16.4228527,15.19929722,17.64162332,13.48594657,16.58808481,21.35129109,17.0505456,20.20618957
